numPNsPerKC,numPNKCsynapsesPerKC,meanWPerKC,PNDistToPedPerKC,numAPLKCsynapsesPerKC,KCindex,bodyId,subtype
4,73,18.25,63.9270439453125,8,772,860266014,KCab-m_R
5,81,16.2,66.31352578125,9,773,860266062,KCab-m_R
4,52,13,55.4900751953125,12,774,860266123,KCab-c_R
6,114,19,69.0894908854167,12,775,860266309,KCab-m_R
3,56,18.6666666666667,70.0794635416667,9,776,860266346,KCab-c_R
4,66,16.5,75.6632978515625,7,777,860266377,KCab-c_R
5,79,15.8,82.4967859375,7,778,860266404,KCab-c_R
3,23,7.66666666666667,67.96808203125,7,779,860603005,KCab-c_R
3,20,6.66666666666667,74.64515625,9,780,860607168,KCab-c_R
6,31,5.16666666666667,75.9202037760417,11,781,860607367,KCab-c_R
4,29,7.25,89.73263671875,3,782,860607450,KCab-c_R
5,55,11,76.58840234375,12,783,860607455,KCab-c_R
5,52,10.4,89.4346140625,13,784,860607480,KCab-c_R
5,26,5.2,65.202985546875,9,785,860607503,KCab-c_R
3,75,25,76.2196302083333,13,786,860944055,KCab-c_R
6,66,11,63.5233821614583,14,789,861630613,KCa'b'-m_R
5,56,11.2,56.29335703125,9,790,861634934,KCa'b'-m_R
4,28,7,66.1450693359375,13,792,877313996,KCab-c_R
4,104,26,62.343857421875,13,793,877318574,KCab-m_R
4,69,17.25,56.6617744140625,12,794,877659583,KCab-m_R
3,70,23.3333333333333,59.5604348958333,16,795,877659673,KCab-m_R
3,39,13,47.1122669270833,14,796,877974490,KCab-c_R
5,63,12.6,68.0565890625,10,797,877982991,KCab-c_R
4,26,6.5,51.374990625,16,798,877987539,KCab-c_R
6,90,15,64.181212890625,12,799,877987901,KCab-m_R
3,56,18.6666666666667,44.0077122395833,10,800,877992236,KCab-m_R
7,71,10.1428571428571,57.60859375,10,801,877992303,KCab-m_R
2,51,25.5,51.040732421875,19,802,878324222,KCab-c_R
3,63,21,40.57195703125,11,803,878324438,KCab-m_R
3,49,16.3333333333333,59.8638190104167,9,804,878333234,KCab-c_R
6,85,14.1666666666667,64.3241217447917,10,805,878333333,KCab-m_R
4,75,18.75,60.579560546875,16,806,878337317,KCab-m_R
5,51,10.2,65.97341640625,12,807,878652627,KCa'b'-m_R
4,66,16.5,44.7513564453125,6,808,878670047,KCab-m_R
5,95,19,59.89586796875,14,809,879032295,KCab-m_R
7,69,9.85714285714286,68.8431607142857,11,810,880055173,KCab-s_R
8,159,19.875,53.4886740451389,19,811,880383629,KCg-m_R
6,89,14.8333333333333,68.5698051757812,3,812,880404940,KCab-m_R
9,99,11,83.6918250868056,7,813,880409455,KCab-s_R
5,78,15.6,65.6468578125,6,815,891301236,KCab-m_R
4,89,22.25,61.0812294921875,8,816,891301315,KCab-m_R
7,90,12.8571428571429,85.153958984375,15,817,891629070,KCab-s_R
5,26,5.2,79.7462734375,10,818,891637860,KCab-c_R
5,51,10.2,95.007121875,11,820,891642215,KCab-c_R
5,48,9.6,86.6095109375,12,821,891642281,KCab-c_R
4,61,15.25,79.77330625,13,822,891642345,KCab-c_R
5,59,11.8,78.8558421875,12,823,891978843,KCab-c_R
4,69,17.25,51.209984375,12,824,893347461,KCa'b'-ap2_R
4,77,19.25,46.831412109375,15,826,908340253,KCab-m_R
4,90,22.5,62.8392421875,8,827,908353540,KCab-m_R
4,87,21.75,52.4210361328125,10,828,908668522,KCab-m_R
6,87,14.5,55.006232421875,11,829,908668556,KCab-m_R
6,87,14.5,53.05734375,13,830,908685688,KCab-m_R
5,83,16.6,56.47527421875,10,831,908685859,KCab-m_R
4,59,14.75,50.8660727539063,8,832,908689934,KCab-m_R
3,77,25.6666666666667,57.6430052083333,6,833,908690107,KCab-m_R
4,51,12.75,61.3719365234375,4,834,908699052,KCab-m_R
5,90,18,49.84017734375,9,835,909026561,KCab-m_R
3,33,11,55.7849791666667,9,836,909026992,KCab-m_R
3,79,26.3333333333333,55.48760546875,10,837,909368173,KCab-m_R
4,101,25.25,53.7086787109375,10,838,909372586,KCab-m_R
3,69,23,58.2049388020833,8,839,909372602,KCab-m_R
3,36,12,67.0798645833333,9,840,909704857,KCab-c_R
9,112,12.4444444444444,69.9944500868056,11,842,909730907,KCab-s_R
5,97,19.4,63.37211875,9,843,909730911,KCab-m_R
3,67,22.3333333333333,55.3715240885417,13,844,910063154,KCab-m_R
5,80,16,57.6690666852679,13,845,910063307,KCab-s_R
4,30,7.5,54.50373984375,8,846,910386568,KCab-c_R
5,83,16.6,60.144124609375,15,847,910404284,KCab-m_R
5,90,18,64.5788890625,9,848,910412830,KCab-m_R
6,82,13.6666666666667,61.6640846354167,8,849,911094343,KCab-m_R
3,22,7.33333333333333,59.4940260416667,12,850,911400981,KCab-c_R
1,23,23,14.314228515625,26,851,911755444,KCg-m_R
6,97,16.1666666666667,46.4622923177083,16,852,911759695,KCg-m_R
7,36,5.14285714285714,66.647720703125,8,854,922677121,KCab-c_R
3,60,20,63.4781341145833,12,855,923013923,KCab-c_R
4,34,8.5,83.190309375,10,856,923018247,KCab-c_R
4,58,14.5,59.6120556640625,9,857,923018290,KCab-m_R
5,78,15.6,71.167265625,11,858,923359312,KCab-s_R
3,50,16.6666666666667,58.248546875,7,859,923700162,KCa'b'-m_R
5,73,14.6,56.28755625,7,861,939030036,KCab-m_R
6,118,19.6666666666667,91.4201393229167,15,862,939729237,KCab-s_R
4,45,11.25,67.5046103515625,12,863,939729706,KCab-c_R
5,71,14.2,78.7629075520833,11,864,939733452,KCab-s_R
7,52,7.42857142857143,49.62309765625,6,865,939733918,KCa'b'-m_R
6,75,12.5,64.42708203125,5,866,939734122,KCab-s_R
4,70,17.5,60.6603720703125,8,867,939734266,KCab-m_R
5,108,21.6,57.275351953125,14,868,939738364,KCab-m_R
6,93,15.5,71.7560390625,10,869,939738376,KCab-s_R
5,60,12,68.7304576822917,6,870,939738399,KCab-m_R
5,99,19.8,77.54779375,14,871,939738424,KCab-c_R
5,73,14.6,68.82639921875,8,872,939738473,KCab-c_R
4,94,23.5,67.5838330078125,7,873,939738477,KCab-m_R
2,27,13.5,89.686140625,10,874,939742503,KCab-c_R
4,54,13.5,72.9388271484375,11,875,939742609,KCab-c_R
4,44,11,50.4582236328125,9,876,940070913,KCab-m_R
4,66,16.5,68.8012431640625,10,878,940075464,KCab-m_R
7,102,14.5714285714286,57.62069921875,7,879,940079170,KCab-s_R
6,83,13.8333333333333,54.7052330729167,4,880,940079253,KCab-m_R
6,84,14,51.5525553385417,8,881,940079513,KCab-m_R
5,78,15.6,58.7838921875,7,882,940079568,KCab-m_R
3,54,18,60.5615338541667,6,883,940079657,KCab-m_R
5,74,14.8,56.582546875,9,884,940079771,KCab-m_R
4,47,11.75,83.013310546875,13,885,940083749,KCab-c_R
7,98,14,65.3835100446429,9,886,940084011,KCab-m_R
3,70,23.3333333333333,84.0179166666667,9,887,940084060,KCab-m_R
7,48,6.85714285714286,76.5537728794643,17,888,940084095,KCab-c_R
5,33,6.6,65.5828577008929,7,889,940084152,KCab-c_R
1,19,19,88.7837265625,1,890,940087822,KCab-c_R
4,46,11.5,56.80019140625,12,891,940420292,KCa'b'-m_R
4,115,28.75,59.341923828125,14,892,940425106,KCab-m_R
5,101,20.2,78.73281640625,11,893,940425171,KCab-s_R
2,40,20,68.0216796875,8,894,940425232,KCab-m_R
5,76,15.2,52.54102109375,6,895,940748411,KCab-m_R
6,77,12.8333333333333,72.0640006510417,7,896,940752707,KCab-m_R
4,64,16,80.92082421875,7,897,940761352,KCab-c_R
5,97,19.4,54.58554609375,7,898,941102504,KCab-m_R
4,55,13.75,62.205453125,8,899,941111195,KCab-m_R
5,101,20.2,70.872464453125,12,901,953029783,KCab-s_R
4,81,20.25,76.8487890625,10,902,953712141,KCab-m_R
6,80,13.3333333333333,98.5697688802083,10,903,954053018,KCab-c_R
6,76,12.6666666666667,61.7711139322917,12,904,954053251,KCab-c_R
6,114,19,91.1577057291667,9,906,954730964,KCab-s_R
7,95,13.5714285714286,90.0126943359375,9,907,970772961,KCab-c_R
6,40,6.66666666666667,77.1529993489583,6,908,970777114,KCab-c_R
4,32,8,73.87660546875,9,909,970777224,KCab-c_R
6,93,15.5,83.877640625,14,910,971113967,KCab-c_R
4,49,12.25,83.02189375,7,911,971118202,KCab-m_R
5,52,10.4,89.886703125,10,912,971118588,KCab-c_R
4,58,14.5,76.191673828125,8,913,971118724,KCab-c_R
3,74,24.6666666666667,72.4589869791667,8,914,971459227,KCab-m_R
7,155,22.1428571428571,70.4845463169643,29,916,972128731,KCg-m_R
7,125,17.8571428571429,52.4222451171875,20,917,973146958,KCg-m_R
12,180,15,56.5124986979167,26,918,973151229,KCg-m_R
8,129,16.125,76.617015625,24,919,973488234,KCg-m_R
5,96,19.2,64.98504453125,10,923,984405805,KCab-m_R
3,86,28.6666666666667,72.9277018229167,11,924,984746802,KCab-m_R
3,76,25.3333333333333,59.5695442708333,7,925,985429128,KCab-m_R
4,67,16.75,63.665794921875,14,926,986793149,KCa'b'-ap2_R
10,179,17.9,70.116470703125,26,929,1003474283,KCg-m_R
7,137,19.5714285714286,78.5696674107143,23,930,1003478461,KCg-m_R
7,184,26.2857142857143,58.1189185267857,23,934,1004527604,KCg-m_R
8,160,20,58.9359770507813,15,935,1004527691,KCg-m_R
5,66,13.2,67.499927734375,18,936,1004527700,KCg-m_R
4,118,29.5,54.5524345703125,28,937,1005179264,KCg-m_R
5,42,8.4,81.7433171875,10,939,1016118651,KCab-c_R
4,19,4.75,69.7908109375,8,940,1016122913,KCab-c_R
4,106,26.5,54.8012763671875,8,942,1016459595,KCab-m_R
5,68,13.6,67.07206328125,10,944,1017819398,KCa'b'-ap2_R
10,193,19.3,69.2831046875,28,948,1035557785,KCg-m_R
7,162,23.1428571428571,49.7319748883929,28,949,1035562328,KCg-m_R
7,184,26.2857142857143,60.9892405133929,22,950,1036559440,KCg-m_R
6,159,26.5,67.1268325892857,27,951,1036559490,KCg-m_R
6,105,17.5,67.29113671875,12,953,1046812283,KCab-m_R
4,49,12.25,80.570568359375,12,954,1046816660,KCab-c_R
4,96,24,64.9522,11,956,1047157746,KCab-m_R
5,101,20.2,58.10360234375,8,958,1047835635,KCa'b'-m_R
3,41,13.6666666666667,66.0168984375,12,959,1048517845,KCa'b'-m_R
6,94,15.6666666666667,73.8846282552083,8,960,1048854479,KCa'b'-ap2_R
7,130,18.5714285714286,72.5275903320313,23,964,1067598881,KCg-m_R
8,150,18.75,84.6760499131945,26,965,1068272038,KCg-m_R
7,141,20.1428571428571,87.63630859375,30,966,1068276312,KCg-m_R
5,97,19.4,50.100877734375,26,967,1068613227,KCg-m_R
7,177,25.2857142857143,49.867705078125,29,968,1068613231,KCg-m_R
8,143,17.875,64.584224609375,15,969,1068613282,KCg-m_R
7,172,24.5714285714286,56.1559810267857,25,970,1068617431,KCg-m_R
9,145,16.1111111111111,45.1446184895833,20,971,1068954342,KCg-m_R
6,127,21.1666666666667,49.1286015625,21,972,1068954391,KCg-m_R
6,161,26.8333333333333,50.987693359375,19,973,1068958593,KCg-m_R
9,175,19.4444444444444,85.0065138888889,28,974,1068958652,KCg-m_R
7,151,21.5714285714286,57.1883423549107,22,975,1069295816,KCg-m_R
6,151,25.1666666666667,53.42428515625,23,976,1069295830,KCg-m_R
5,68,13.6,86.2795375,11,977,1077851524,KCab-c_R
5,65,13,61.092278125,6,979,1078525257,KCab-m_R
4,64,16,57.6740263671875,10,980,1078534091,KCab-s_R
6,101,16.8333333333333,78.2451456473214,9,981,1078534115,KCab-s_R
4,73,18.25,81.043646484375,10,983,1078875017,KCab-s_R
7,104,14.8571428571429,67.2646378348214,12,984,1079215685,KCa'b'-ap2_R
3,47,15.6666666666667,73.6137317708333,13,985,1080566792,KCa'b'-ap2_R
10,148,14.8,54.8390298295454,14,988,1080580151,KCg-m_R
7,154,22,74.65044140625,22,989,1096919756,KCg-m_R
9,170,18.8888888888889,64.73655859375,27,990,1097265345,KCg-m_R
8,127,15.875,78.5927998046875,21,991,1100675450,KCg-m_R
8,157,19.625,81.4602885742188,23,992,1100675497,KCg-m_R
4,96,24,59.46313125,22,993,1101012503,KCg-m_R
7,100,14.2857142857143,42.5746579241071,32,994,1101353948,KCg-m_R
6,92,15.3333333333333,59.776138671875,10,995,1108541296,KCab-m_R
5,120,24,82.6591265625,12,997,1108545599,KCab-s_R
3,95,31.6666666666667,64.19041796875,8,998,1109223365,KCab-m_R
6,85,14.1666666666667,58.8864283854167,11,999,1109568528,KCab-s_R
9,211,23.4444444444444,60.1500568576389,32,1000,1110937445,KCg-m_R
5,113,22.6,79.5392859375,25,1001,1110985490,KCg-m_R
10,209,20.9,83.98833671875,32,1002,1111278454,KCg-m_R
3,58,19.3333333333333,67.5335130208333,16,1003,1111615136,KCa'b'-ap2_R
8,170,21.25,91.1459169921875,31,1006,1129323248,KCg-m_R
8,121,15.125,106.915432617188,10,1007,1130687130,KCab-s_R
5,103,20.6,61.3312609375,5,1008,1139921468,KCab-m_R
4,88,22,57.0550239257813,10,1009,1139921865,KCab-m_R
7,120,17.1428571428571,82.5946953125,7,1010,1140603698,KCab-s_R
6,138,23,66.5775732421875,27,1011,1140950118,KCg-m_R
8,142,17.75,62.014361328125,24,1012,1141006088,KCg-m_R
6,139,23.1666666666667,55.854068359375,27,1013,1141009899,KCg-m_R
8,143,17.875,52.0084092881944,19,1014,1141010036,KCg-m_R
11,190,17.2727272727273,69.3503362630208,28,1016,1141290695,KCg-m_R
4,112,28,66.1338076171875,19,1017,1141290835,KCg-m_R
10,148,14.8,59.635691796875,16,1018,1141337518,KCg-m_R
5,109,21.8,51.611937890625,22,1019,1141337629,KCg-m_R
8,127,15.875,54.8041019965278,29,1020,1141337663,KCg-m_R
8,116,14.5,62.641317578125,22,1021,1141337757,KCg-m_R
9,139,15.4444444444444,52.3757484809028,32,1022,1141342260,KCg-m_R
8,143,17.875,67.1797705078125,24,1023,1141342299,KCg-m_R
7,115,16.4285714285714,55.6763708147321,33,1024,1141346217,KCg-m_R
9,147,16.3333333333333,59.641162109375,25,1025,1141346308,KCg-m_R
11,175,15.9090909090909,69.2160662286932,28,1026,1141346462,KCg-m_R
1,46,46,43.68230859375,9,1027,1141346472,KCg-m_R
5,144,28.8,62.95763125,27,1028,1141630854,KCg-m_R
10,140,14,85.131403125,23,1029,1141631198,KCg-m_R
8,168,21,93.17382421875,26,1030,1141631240,KCg-m_R
7,145,20.7142857142857,64.2625678710938,21,1031,1141636055,KCg-m_R
9,144,16,68.2283328125,23,1032,1141636389,KCg-m_R
6,110,18.3333333333333,58.2884291294643,29,1033,1141674495,KCg-m_R
5,108,21.6,51.9632515625,23,1034,1141678637,KCg-m_R
9,193,21.4444444444444,65.8391983506944,22,1035,1141678931,KCg-m_R
8,149,18.625,71.215287109375,21,1036,1141682748,KCg-m_R
6,171,28.5,69.3606725260417,17,1037,1141687352,KCg-m_R
6,108,18,55.9624641927083,22,1038,1141691881,KCg-m_R
8,128,16,69.297546875,22,1039,1141972158,KCg-m_R
9,144,16,78.3695737847222,18,1040,1141972202,KCg-m_R
7,130,18.5714285714286,56.9772706473214,23,1041,1141976953,KCg-m_R
10,190,19,54.4964254261364,21,1042,1141977014,KCg-m_R
9,146,16.2222222222222,52.9544800347222,24,1043,1141977071,KCg-m_R
9,184,20.4444444444444,79.03257421875,22,1044,1142019737,KCg-m_R
5,104,20.8,52.60311171875,11,1045,1142019868,KCg-m_R
6,127,21.1666666666667,60.8178580729167,27,1047,1142024290,KCg-m_R
4,71,17.75,73.3838955078125,26,1048,1142028710,KCg-m_R
9,116,12.8888888888889,77.5082560763889,18,1049,1142356511,KCg-m_R
10,190,19,63.229953125,19,1050,1142360528,KCg-m_R
9,110,12.2222222222222,70.6653433159722,15,1051,1142658717,KCg-m_R
4,84,21,60.2505498046875,18,1052,1142706421,KCg-m_R
6,150,25,75.5180245535714,23,1054,1143332046,KCg-m_R
7,169,24.1428571428571,61.1600128348214,25,1055,1143340753,KCg-m_R
6,97,16.1666666666667,84.2270104166667,23,1056,1143677310,KCg-m_R
10,174,17.4,63.213075390625,26,1057,1143686159,KCg-m_R
8,164,20.5,57.3610998263889,25,1058,1161731111,KCg-m_R
5,76,15.2,63.0710859375,11,1059,1162063500,KCab-m_R
9,200,22.2222222222222,88.9826970486111,28,1060,1164113870,KCg-m_R
7,151,21.5714285714286,78.1198549107143,28,1061,1165465632,KCg-m_R
3,43,14.3333333333333,80.75926953125,11,1063,1169661785,KCa'b'-ap2_R
4,79,19.75,79.432673828125,8,1069,1170606692,KCab-s_R
4,102,25.5,78.1095166015625,20,1075,1171704378,KCg-m_R
9,161,17.8888888888889,55.2422274305556,31,1076,1172044382,KCg-m_R
7,152,21.7142857142857,56.1360887276786,25,1077,1172053274,KCg-m_R
9,164,18.2222222222222,64.0329479166667,20,1078,1172363878,KCg-m_R
5,87,17.4,70.87551015625,31,1079,1172372291,KCg-m_R
4,139,34.75,48.8363671875,24,1080,1172372382,KCg-m_R
6,150,25,51.9940227864583,27,1081,1172385513,KCg-m_R
8,174,21.75,88.1781286621094,31,1082,1172665846,KCg-m_R
5,93,18.6,74.34260546875,16,1083,1172670463,KCg-m_R
6,108,18,66.9865794270833,27,1084,1172704683,KCg-m_R
5,117,23.4,75.38153984375,32,1085,1172713514,KCg-m_R
8,145,18.125,57.6133486328125,20,1087,1172730733,KCg-m_R
6,156,26,49.57683203125,17,1088,1173016042,KCg-m_R
7,154,22,78.8495178571429,25,1089,1173054679,KCg-m_R
6,115,19.1666666666667,75.7645345052083,23,1090,1173063302,KCg-m_R
6,116,19.3333333333333,56.0184752604167,26,1091,1173067651,KCg-m_R
8,164,20.5,52.4478483886719,16,1092,1173072129,KCg-m_R
3,46,15.3333333333333,64.0179479166667,6,1093,1173347968,KCa'b'-ap2_R
8,157,19.625,80.156623046875,21,1094,1173391076,KCg-m_R
6,159,26.5,38.9847132161458,18,1095,1173408617,KCg-m_R
7,151,21.5714285714286,68.7255284598214,24,1097,1173732234,KCg-m_R
7,200,28.5714285714286,42.865451171875,23,1098,1173745220,KCg-m_R
7,140,20,65.8216612723214,21,1099,1173745411,KCg-m_R
10,204,20.4,85.95268203125,15,1100,1174008477,KCg-m_R
6,184,30.6666666666667,58.4385807291667,17,1101,1174077762,KCg-m_R
7,145,20.7142857142857,57.7141015625,27,1102,1174384118,KCg-m_R
5,106,21.2,67.10685078125,16,1104,1174712037,KCg-m_R
5,85,17,53.7207506510417,8,1107,1200351169,KCa'b'-ap2_R
6,78,13,51.77323828125,12,1108,1200351200,KCa'b'-ap2_R
5,61,12.2,52.88253984375,7,1109,1200683283,KCa'b'-ap2_R
4,87,21.75,51.817771484375,12,1110,1200687913,KCa'b'-ap2_R
3,60,20,102.088984375,12,1111,1200700424,KCa'b'-ap2_R
9,190,21.1111111111111,61.86829140625,21,1115,1202410042,KCg-m_R
5,58,11.6,63.06992578125,12,1116,1202673723,KCa'b'-ap2_R
9,124,13.7777777777778,83.5833589409722,12,1117,1202737975,KCg-m_R
7,138,19.7142857142857,63.4917405133929,21,1118,1203420037,KCg-m_R
9,132,14.6666666666667,50.0167955729167,22,1119,1203424360,KCg-m_R
4,37,9.25,63.9970009765625,8,1121,1203709763,KCa'b'-m_R
10,142,14.2,50.1547517578125,24,1129,1204076441,KCg-m_R
7,158,22.5714285714286,69.7989001116071,24,1131,1204443547,KCg-m_R
9,149,16.5555555555556,59.4560503472222,17,1132,1204447548,KCg-m_R
9,169,18.7777777777778,56.5686076388889,26,1133,1204775735,KCg-m_R
7,128,18.2857142857143,47.6100398995536,23,1134,1204784216,KCg-m_R
7,137,19.5714285714286,69.4618237304688,26,1135,1224137476,KCg-m_R
5,60,12,85.2168484375,15,1137,1231718414,KCa'b'-ap2_R
3,56,18.6666666666667,58.9893642578125,11,1138,1231735257,KCa'b'-ap2_R
5,84,16.8,85.39534296875,9,1139,1232654731,KCg-m_R
5,81,16.2,78.4553828125,8,1140,1233703950,KCab-s_R
8,114,14.25,50.5876970214844,22,1142,1234800242,KCg-m_R
4,105,26.25,69.0231318359375,23,1146,1236073998,KCg-m_R
5,117,23.4,49.3495109375,21,1147,1236816635,KCg-m_R
6,110,18.3333333333333,104.873791666667,10,1149,1261989183,KCab-s_R
6,172,28.6666666666667,60.3105325520833,25,1150,1265157632,KCg-m_R
8,156,19.5,55.9454555664063,27,1152,1267164975,KCg-m_R
6,86,14.3333333333333,68.915005859375,13,1155,1294465669,KCa'b'-ap2_R
9,147,16.3333333333333,65.608555078125,35,1156,1297202769,KCg-m_R
7,126,18,43.5066099330357,23,1157,1297556652,KCg-m_R
7,106,15.1428571428571,64.2507659040179,14,1158,1313496027,KCa'b'-ap2_R
6,88,14.6666666666667,77.3295397135417,5,1159,1327494939,KCab-s_R
5,74,14.8,58.21334609375,8,1160,1327831724,KCa'b'-m_R
3,75,25,101.30709375,8,1161,1327831994,KCab-s_R
6,91,15.1666666666667,82.0183190104167,6,1164,1359212271,KCab-s_R
4,74,18.5,101.903431640625,9,1165,1359553384,KCab-s_R
4,61,15.25,70.4812451171875,10,1168,1390618359,KCab-m_R
4,96,24,112.365177734375,15,1169,1390942076,KCab-s_R
5,70,14,62.90813359375,4,1172,1420306364,KCab-m_R
5,118,23.6,70.326628125,11,1173,1420651734,KCab-m_R
6,86,14.3333333333333,83.0608997395833,6,1174,1420966843,KCab-s_R
5,72,14.4,54.8722296875,10,1175,1421666260,KCab-m_R
4,86,21.5,77.850134765625,10,1176,1449670372,KCab-s_R
7,67,9.57142857142857,85.2362433035714,8,1177,1450011431,KCab-c_R
4,82,20.5,49.2202197265625,14,1179,1451695303,KCab-m_R
4,60,15,62.076671875,9,1180,1515418525,KCa'b'-m_R
8,140,17.5,91.07666796875,18,1182,5812979015,KCg-m_R
6,151,25.1666666666667,47.068556640625,19,1183,5812979016,KCg-m_R
6,168,28,80.7242786458333,24,1184,5812979069,KCg-m_R
